date	run	well	tempc	track_id	t	object_class	y	x	closest_pollen_track
2022-06-05	1	B3	34	0	0	aborted	39.427717200000004	311.227464	0.0
2022-06-05	1	B3	34	0	1	aborted	39.56007	311.155632	0.0
2022-06-05	1	B3	34	0	2	aborted	39.735611999999996	311.098312	0.0
2022-06-05	1	B3	34	0	3	aborted	39.700005	311.212488	0.0
2022-06-05	1	B3	34	0	4	aborted	39.817056	311.267376	0.0
2022-06-05	1	B3	34	0	5	aborted	39.8313858	311.175248	0.0
2022-06-05	1	B3	34	0	6	aborted	39.8382894	310.997504	0.0
2022-06-05	1	B3	34	0	7	aborted	39.908529	310.98568	0.0
2022-06-05	1	B3	34	0	8	aborted	39.8883144	310.860944	0.0
2022-06-05	1	B3	34	0	9	aborted	39.8997246	310.688064	0.0
2022-06-05	1	B3	34	0	10	aborted	39.8691288	310.693216	0.0
2022-06-05	1	B3	34	0	11	aborted	39.768822	310.56464000000005	0.0
2022-06-05	1	B3	34	0	12	aborted	39.70422	310.606672	0.0
2022-06-05	1	B3	34	0	13	aborted	39.6920718	310.604552	0.0
2022-06-05	1	B3	34	0	14	aborted	39.5965488	310.78198399999997	0.0
2022-06-05	1	B3	34	0	15	aborted	39.5486802	310.870856	0.0
2022-06-05	1	B3	34	0	16	aborted	39.5026158	310.95574400000004	0.0
2022-06-05	1	B3	34	0	17	aborted	39.5070138	311.02984	0.0
2022-06-05	1	B3	34	0	18	aborted	39.4150416	311.005592	0.0
2022-06-05	1	B3	34	0	19	aborted	39.2521038	310.993576	0.0
2022-06-05	1	B3	34	0	20	aborted	39.237481800000005	310.74244799999997	0.0
2022-06-05	1	B3	34	0	21	aborted	39.1222626	310.85438400000004	0.0
2022-06-05	1	B3	34	0	22	aborted	39.042069	310.84859199999994	0.0
2022-06-05	1	B3	34	0	23	aborted	38.9285112	310.790992	0.0
2022-06-05	1	B3	34	0	24	aborted	38.894773799999996	310.900712	0.0
2022-06-05	1	B3	34	0	25	aborted	38.8352712	310.877776	0.0
2022-06-05	1	B3	34	0	26	aborted	38.7441258	310.70442399999996	0.0
2022-06-05	1	B3	34	0	27	aborted	38.764731000000005	310.75492	0.0
2022-06-05	1	B3	34	0	28	aborted	38.7316848	310.591488	0.0
2022-06-05	1	B3	34	0	29	aborted	38.5992834	310.370536	0.0
2022-06-05	1	B3	34	0	30	aborted	38.5185408	310.16848	0.0
2022-06-05	1	B3	34	0	31	aborted	38.5702002	310.342168	0.0
2022-06-05	1	B3	34	0	32	aborted	38.613603	310.21957599999996	0.0
2022-06-05	1	B3	34	0	33	aborted	38.684476800000006	310.206912	0.0
2022-06-05	1	B3	34	0	34	aborted	38.7713454	310.228344	0.0
